County;Less Than High School Diploma;At Least High School Diploma;At Least Bachelors's Degree;Graduate Degree;School Enrollment;Median Earnings 2010;White (Not Latino) Population;African American Population;Native American Population;Asian American Population;Other Race or Races;Latino Population;Children Under 6 Living in Poverty;Adults 65 and Older Living in Poverty;Total Population;Preschool.Enrollment.Ratio.enrolled.ages.3.and.4;Poverty.Rate.below.federal.poverty.threshold;Gini.Coefficient;Child.Poverty.living.in.families.below.the.poverty.line;Management.professional.and.related.occupations;Service.occupations;Sales.and.office.occupations;Farming.fishing.and.forestry.occupations;Construction.extraction.maintenance.and.repair.occupations;Production.transportation.and.material.moving.occupations;Median Age;lon;lat;Adult.obesity;Diabetes;Uninsured;Unemployment
Panola County, Mississippi;27.6;72.4;12.5;4.0;72.05;23711.684445;49.45;48.05;0.2;0.15;0.75;1.4;43.35;23.4;34927;37.1;28.7;0.446;43.35;25.15;17.65;21.6;0.65;13.7;21.2;35.8;-89.9630654;34.3652052;0.36;0.14;0.20700000000000002;0.115
Mineral County, Montana;17.0;83.0;13.6;3.5;69.45;19471.86603;93.35;0.1;2.35;0.9;1.4;1.85;26.35;4.1;4060;28.4;18.0;0.381;32.2;24.1;21.55;24.3;3.25;13.75;12.95;47.8;-115.0645501;47.1552126;0.297;0.093;0.257;0.101
Franklin County, New York;16.7;83.3;17.3;7.9;71.4;24157.617145;82.3;6.2;5.8;0.8;1.45;3.5;24.9;11.45;50986;41.9;14.8;0.42;17.85;30.0;25.25;21.75;1.3;10.45;11.25;39.0;-74.3106698;44.5943743;0.289;0.097;0.14100000000000001;0.097
Wasco County, Oregon;15.7;84.3;21.5;7.1;68.25;24779.931745;78.85;0.35000000000000003;4.15;1.05;2.05;13.55;16.5;8.15;24472;52.6;15.65;0.419;20.3;29.45;16.9;25.6;6.6;9.6;11.9;42.1;-121.1650693;45.1645359;0.329;0.097;0.23500000000000001;0.079
Cambria County, Pennsylvania;12.4;87.6;17.5;6.5;78.4;23879.79619;93.7;3.35;0.1;0.55;1.0;1.3;24.2;9.1;144449;42.0;13.95;0.424;22.05;30.2;20.15;24.2;0.35000000000000003;10.05;15.1;43.3;-78.7152843;40.4941269;0.362;0.126;0.112;0.088
Abbeville County, South Carolina;23.2;76.8;15.3;5.2;77.7;21831.360315;69.2;28.4;0.1;0.2;1.05;1.05;34.5;18.5;25382;43.0;21.65;0.448;29.2;25.85;19.35;19.0;0.35000000000000003;11.75;23.75;41.1;-82.4604603;34.2138089;0.34800000000000003;0.136;0.196;0.10200000000000001
Orange County, Florida;13.1;86.9;30.3;9.6;75.7;27277.733015;47.85;19.2;0.2;4.55;2.45;25.65;17.85;9.55;1104150;52.2;13.05;0.456;16.65;33.45;19.65;28.45;0.35000000000000003;9.6;8.55;33.4;-81.323295;28.514435;0.257;0.09;0.245;0.083
Newport County, Rhode Island;8.9;91.1;43.4;18.0;81.95;35733.32984;89.0;3.3;0.25;1.45;2.25;3.75;9.05;6.85;82290;63.2;7.3;0.45;9.9;43.75;18.3;23.15;0.2;8.15;6.55;42.9;-71.284063;41.5027319;0.22;0.077;0.098;0.093
Calhoun County, Michigan;12.9;87.1;18.8;6.5;75.75;25772.74635;80.65;10.45;0.5;1.6;2.5;4.25;32.45;8.35;136510;41.4;16.45;0.434;25.45;27.9;17.8;24.35;0.45;8.35;21.2;38.4;-85.0123853;42.2429896;0.371;0.122;0.14300000000000002;0.074
Rice County, Minnesota;9.8;90.2;27.1;9.9;78.85;25552.175555;86.2;2.45;0.35000000000000003;1.75;1.6;7.7;20.65;7.5;63003;44.2;9.8;0.384;14.35;32.3;17.0;22.95;0.7000000000000001;10.25;16.8;34.3;-93.2985032;44.3509428;0.259;0.077;0.106;0.064
Pulaski County, Missouri;11.9;88.1;18.4;6.9;53.7;22607.77016;73.85;10.85;0.75;2.7;3.6;8.35;17.0;13.9;48479;29.3;13.8;0.386;15.05;29.6;23.6;23.5;1.1;9.15;13.05;26.6;-92.2070224;37.8248346;0.34400000000000003;0.08600000000000001;0.17300000000000001;0.082
Washington County, Maryland;16.6;83.4;18.7;6.7;73.25;30939.57524;84.35;9.15;0.15;1.3;2.05;3.0;15.7;9.15;145794;36.7;10.05;0.427;13.4;30.0;17.25;27.75;0.2;11.2;13.7;39.1;-77.8146709;39.6036207;0.317;0.113;0.11900000000000001;0.085
Alamance County, North Carolina;18.6;81.4;21.4;6.8;76.2;25717.54222;67.85;18.2;0.35000000000000003;1.2;1.65;10.8;27.75;9.3;147950;31.7;15.7;0.435;23.5;30.6;16.7;25.6;0.45;10.15;16.5;38.0;-79.3999353;36.0419739;0.341;0.124;0.20600000000000002;0.094
Bonneville County, Idaho;9.4;90.6;26.2;8.1;71.45;24070.212065;86.3;0.5;0.55;0.85;1.35;10.45;17.15;6.25;100236;40.9;10.65;0.424;13.65;34.8;15.8;26.35;1.1;10.7;11.15;31.5;-111.6218783;43.3951708;0.28400000000000003;0.08600000000000001;0.157;0.06
Comanche County, Oklahoma;11.5;88.5;19.8;6.7;65.4;23197.541905;60.35;17.0;5.05;1.9500000000000002;5.2;10.4;32.4;8.65;118463;37.4;17.4;0.419;25.2;30.2;20.45;25.95;0.45;10.85;12.1;31.6;-98.4765971;34.6626279;0.34500000000000003;0.109;0.183;0.066
Upshur County, West Virginia;20.4;79.6;15.2;5.8;77.3;22110.215875;97.05;0.55;0.2;0.35000000000000003;1.0;0.85;32.25;13.9;23910;21.7;19.45;0.447;26.2;28.25;18.55;23.55;1.1;12.35;16.2;41.3;-80.2313352;38.9025365;0.315;0.129;0.197;0.07100000000000001
Branch County, Michigan;13.4;86.6;14.1;4.8;75.2;23836.55492;90.35;3.05;0.35000000000000003;0.6000000000000001;1.5;4.15;28.35;10.3;45569;38.9;16.3;0.40900000000000003;23.1;26.15;16.1;22.5;2.2;8.05;25.0;39.1;-85.0665229;41.9185851;0.35100000000000003;0.114;0.147;0.085
Hamlin County, South Dakota;12.7;87.3;16.7;4.4;73.7;23384.79651;96.75;0.5;0.4;0.1;0.5;1.75;14.4;8.8;5761;11.3;8.45;0.42;12.9;30.15;15.95;17.9;3.7;11.9;20.35;38.0;-97.178598;44.6806187;0.305;0.093;0.14;0.043000000000000003
Goliad County, Texas;16.2;83.8;18.0;4.5;82.5;29006.16;59.1;4.05;0.2;0.1;1.6;34.95;23.95;12.3;7108;74.5;12.35;0.456;16.85;25.45;24.3;20.4;2.25;14.7;12.85;44.5;-97.4304145;28.6607;0.304;0.116;0.21;0.053
Stevens County, Washington;9.8;90.2;19.2;5.8;76.0;24754.081585;88.05;0.4;5.1;0.65;3.1;2.65;23.35;10.6;42632;38.2;15.1;0.422;20.35;29.4;18.6;24.65;1.75;12.05;13.5;44.0;-117.8548968;48.3906475;0.278;0.096;0.179;0.115
Dawson County, Texas;33.0;67.0;8.7;2.5;68.9;23868.66984;38.55;7.15;0.55;0.25;1.3;52.25;36.3;15.65;13832;36.7;20.5;0.455;31.45;27.65;20.55;23.95;6.8;10.5;10.5;34.9;-101.9473224;32.7419338;0.299;0.10200000000000001;0.268;0.069
Cumberland County, Virginia;27.5;72.5;12.5;4.1;74.35;25649.43238;62.35;33.0;0.2;0.15;2.35;1.9500000000000002;31.7;14.85;9794;27.1;15.4;0.426;21.85;21.75;19.25;26.7;0.85;21.55;9.9;40.7;-78.2528364;37.5201891;0.322;0.13;0.203;0.068
Hillsborough County, New Hampshire;9.5;90.5;34.5;12.1;79.2;35934.945395;88.1;1.85;0.2;3.1;1.6;5.1;13.75;6.0;401648;49.3;7.3;0.41200000000000003;10.15;40.2;13.9;25.9;0.2;8.5;11.35;38.5;-71.7231012;42.9116429;0.269;0.09;0.116;0.057
Wolfe County, Kentucky;42.8;57.2;7.6;2.9;71.8;20260.078095;99.0;0.05;0.15;0.15;0.35000000000000003;0.30000000000000004;66.2;21.55;7217;66.8;42.05;0.47400000000000003;56.55;28.45;13.45;26.75;0.1;15.4;15.9;40.4;-83.4950678;37.7437739;0.318;0.117;0.17400000000000002;0.128
Caroline County, Maryland;18.4;81.6;15.2;5.0;74.7;30198.51143;78.4;13.35;0.35000000000000003;0.7000000000000001;2.0;5.25;15.25;11.65;32896;60.7;11.1;0.385;15.55;29.25;18.15;22.15;1.3;15.55;13.6;37.8;-75.8316311;38.8715312;0.339;0.117;0.147;0.084
Madison County, Missouri;24.4;75.6;10.7;3.4;70.85;21159.22603;96.6;0.25;0.30000000000000004;0.25;1.1;1.55;30.75;14.2;12226;43.3;18.45;0.40700000000000003;29.35;21.0;15.8;23.75;2.7;14.25;22.45;40.1;-90.3454526;37.4732347;0.36;0.112;0.193;0.07100000000000001
Murray County, Georgia;33.8;66.2;6.7;3.1;72.0;26488.204445;85.4;0.7000000000000001;0.25;0.30000000000000004;1.1;12.3;23.4;15.5;40081;36.9;16.6;0.40900000000000003;22.2;18.8;10.6;19.65;1.05;14.25;35.6;35.4;-84.7379899;34.7970974;0.277;0.116;0.245;0.123
Rockdale County, Georgia;15.2;84.8;23.6;8.5;76.75;30243.83143;45.4;41.25;0.2;2.05;1.7000000000000002;9.45;26.75;6.8;83329;50.4;12.1;0.404;18.55;33.0;15.65;26.25;0.0;11.9;13.2;36.6;-84.0263696;33.6520811;0.331;0.135;0.228;0.101
Garfield County, Montana;8.9;91.1;14.1;2.0;72.65;18085.603175;99.05;0.1;0.2;0.05;0.45;0.1;10.45;10.45;1170;20.0;11.0;0.393;15.3;36.85;18.85;18.3;12.65;8.1;5.25;46.5;-106.9822116;47.2811742;0.243;0.079;0.331;0.034
Colfax County, New Mexico;14.0;86.0;19.9;8.5;71.4;20914.88476;49.65;0.25;1.05;0.30000000000000004;1.15;47.5;34.4;15.8;13441;29.0;17.55;0.422;25.75;27.9;22.1;24.2;0.65;13.7;11.45;45.6;-104.6401256;36.6129625;0.248;0.09;0.211;0.076
Columbia County, New York;13.0;87.0;28.2;12.9;77.85;31205.432065;88.8;4.6;0.1;1.55;1.4;3.55;19.55;6.0;62656;44.5;9.5;0.47200000000000003;14.1;38.2;16.35;22.55;1.0;11.0;10.9;44.2;-73.6268046;42.2477286;0.23900000000000002;0.08600000000000001;0.11900000000000001;0.074
Fayette County, Tennessee;17.2;82.8;18.9;5.8;75.95;30488.71143;68.4;27.9;0.15;0.75;0.75;2.1;18.0;15.45;37616;46.1;13.5;0.446;18.6;29.8;14.9;27.75;0.65;12.1;14.85;40.3;-89.4138027;35.1969933;0.369;0.146;0.14200000000000002;0.099
Franklin County, Illinois;16.2;83.8;12.4;3.7;76.6;23576.11238;96.95;0.30000000000000004;0.30000000000000004;0.25;1.05;1.1;36.15;10.0;39431;54.1;19.05;0.41300000000000003;29.8;23.65;22.7;24.05;0.65;13.4;15.55;41.4;-88.9262457;37.9918483;0.297;0.109;0.137;0.112
Wayne County, Indiana;17.4;82.6;15.8;6.4;75.85;25641.630795;89.7;4.8;0.15;0.75;2.35;2.35;32.35;8.95;68534;43.2;15.5;0.432;23.45;28.35;18.7;22.45;0.5;8.75;21.25;40.1;-85.0067352;39.8630908;0.28200000000000003;0.094;0.176;0.10300000000000001
Kaufman County, Texas;17.3;82.7;17.2;4.8;75.1;30007.50349;70.3;10.3;0.5;0.8;1.4;16.7;20.55;7.3;99671;34.4;11.7;0.394;17.0;31.55;14.95;27.8;0.30000000000000004;11.7;13.75;35.2;-96.2883777;32.598944;0.372;0.101;0.24;0.07100000000000001
Carlton County, Minnesota;9.7;90.3;21.4;7.2;76.2;30427.26762;89.5;1.35;5.4;0.55;1.9;1.4;16.9;7.5;34630;45.6;10.7;0.396;13.5;33.25;20.55;20.15;0.45;9.9;15.65;40.1;-92.6710435;46.6038184;0.279;0.081;0.112;0.07100000000000001
Morris County, Kansas;9.9;90.1;16.6;7.7;74.75;25341.94984;94.2;0.2;0.6000000000000001;0.55;0.8;3.65;22.95;13.35;5944;20.2;11.15;0.441;14.55;28.65;12.95;20.7;2.95;16.05;18.75;45.9;-96.6449046;38.6876956;0.33;0.112;0.148;0.066
Okfuskee County, Oklahoma;21.2;78.8;10.9;3.1;73.45;22072.278415;64.0;9.05;15.95;0.05;8.25;2.6;33.55;16.55;11662;35.8;24.15;0.402;33.15;27.45;21.15;22.85;1.6;16.25;10.7;40.3;-96.3277619;35.466804;0.35100000000000003;0.133;0.246;0.07200000000000001
Roosevelt County, Montana;10.9;89.1;17.3;4.7;74.3;27894.546985;36.0;0.05;53.55;0.4;8.9;1.1;34.95;11.9;10328;51.0;23.2;0.427;30.65;36.15;21.75;23.35;1.8;10.15;6.8;32.0;-104.9951698;48.2827471;0.358;0.133;0.264;0.074
Monroe County, New York;11.6;88.4;34.8;15.1;81.5;29746.920315;74.25;14.1;0.2;3.0;1.8;6.6;20.8;7.65;737982;54.5;13.4;0.452;18.6;40.95;16.15;25.55;0.15;6.1;11.1;38.1;-77.6646556;43.4644751;0.302;0.096;0.101;0.08
Mecklenburg County, Virginia;24.8;75.2;13.4;4.8;73.5;22376.192065;58.95;36.95;0.1;0.65;1.05;2.3;29.5;14.2;32357;46.7;17.95;0.451;24.05;28.75;16.7;23.7;2.1;11.95;16.7;45.1;-78.3689592;36.6872563;0.328;0.128;0.187;0.098
Haralson County, Georgia;30.4;69.6;11.0;3.2;71.95;25390.72349;91.5;4.95;0.30000000000000004;0.35000000000000003;1.8;1.15;32.45;16.6;28669;35.0;19.6;0.441;27.85;24.95;15.2;24.55;0.2;15.5;19.6;38.0;-85.2200622;33.7951649;0.316;0.11800000000000001;0.20400000000000001;0.095
Oxford County, Maine;12.5;87.5;18.5;6.2;74.1;24005.21238;96.55;0.4;0.4;0.5;1.25;0.9500000000000001;25.85;12.15;57123;29.1;13.4;0.421;17.95;25.5;20.1;21.7;1.7000000000000002;14.85;16.25;43.6;-70.7346875;44.494585;0.303;0.105;0.138;0.091
Aleutians East Borough, Alaska;35.9;64.1;9.6;0.5;51.5;20785.85238;11.75;8.25;22.45;41.45;5.2;10.9;19.25;13.8;3050;91.7;10.4;0.399;18.1;9.05;6.2;7.75;3.5;3.95;69.55;38.5;-161.9507485;55.2437223;0.323;0.077;0.46;0.126
Larue County, Kentucky;23.2;76.8;12.1;4.9;76.8;22324.714285;92.85;3.45;0.35000000000000003;0.15;1.1;2.15;27.0;12.6;13886;37.2;14.55;0.427;20.15;24.05;13.9;21.3;3.0;14.45;23.35;39.1;-85.6972088;37.5455181;0.31;0.131;0.185;0.075
Buncombe County, North Carolina;12.8;87.2;31.2;11.1;75.85;25470.160315;85.2;6.6;0.30000000000000004;1.0;1.8;5.1;23.7;9.8;232093;53.3;14.25;0.457;19.95;35.75;18.45;24.0;0.35000000000000003;9.9;11.5;40.6;-82.5304259;35.6093714;0.23600000000000002;0.095;0.201;0.075
Cumberland County, Pennsylvania;9.6;90.4;32.3;12.0;80.7;31097.40984;90.4;2.95;0.1;2.65;1.5;2.4;10.35;5.05;231632;48.4;6.45;0.40900000000000003;7.8;38.0;14.0;27.65;0.4;6.7;13.2;39.9;-77.2634399;40.1647822;0.255;0.092;0.097;0.066
Berkeley County, South Carolina;13.7;86.3;18.3;5.5;70.6;26807.43905;64.6;25.35;0.4;2.2;2.55;4.9;16.85;11.0;170585;51.5;12.65;0.405;18.25;28.8;16.4;25.8;0.30000000000000004;13.0;15.7;34.3;-79.9536554;33.2077;0.388;0.11900000000000001;0.20800000000000002;0.08
Johnson County, Indiana;9.7;90.3;26.2;8.6;75.5;32133.41746;92.95;1.3;0.15;1.65;1.3;2.65;13.25;4.8;137867;32.6;7.8;0.399;10.55;34.35;15.1;26.4;0.25;9.45;14.45;36.4;-86.0946003;39.4959859;0.291;0.105;0.131;0.07
Wells County, Indiana;10.6;89.4;14.0;4.9;73.7;27537.98635;96.45;0.45;0.30000000000000004;0.25;0.6000000000000001;1.9500000000000002;9.1;5.1;27678;28.9;7.75;0.393;10.05;26.55;15.35;24.2;1.1;8.65;24.15;40.0;-85.2129742;40.7352727;0.28600000000000003;0.108;0.14200000000000002;0.074
Brown County, Wisconsin;10.0;90.0;25.6;7.3;76.5;30113.81746;85.0;1.9;2.25;2.6;1.65;6.65;17.9;7.1;245444;40.1;10.3;0.429;13.7;32.1;16.0;26.55;0.8;7.85;16.7;36.0;-87.9959258;44.4739612;0.293;0.085;0.113;0.063
Florence County, Wisconsin;12.6;87.4;12.1;2.1;80.9;23834.58889;97.6;0.1;0.6000000000000001;0.15;0.9500000000000001;0.55;38.05;15.25;4572;52.2;15.35;0.386;20.9;23.15;19.5;24.5;2.7;9.65;20.5;47.3;-88.4003217;45.8496459;0.304;0.095;0.13;0.073
Simpson County, Mississippi;24.0;76.0;14.3;4.5;71.65;24077.200635;62.45;35.75;0.05;0.2;0.55;1.05;25.05;18.75;27703;51.0;23.0;0.444;32.15;23.65;17.95;22.45;0.9500000000000001;16.6;18.5;37.6;-89.9177072;31.9025034;0.36;0.137;0.214;0.081
Washington County, Arkansas;18.3;81.7;27.4;9.8;76.1;24468.039365;75.85;3.0;1.2;2.2;3.5;14.3;26.6;10.2;198209;40.7;17.15;0.461;22.5;33.55;16.3;25.5;0.55;9.45;14.7;30.6;-94.2184168;35.9712088;0.28600000000000003;0.081;0.233;0.054
Merced County, California;33.0;67.0;12.5;4.1;75.9;22347.55873;33.45;3.45;0.45;6.95;2.15;53.5;33.25;10.7;249014;33.0;21.45;0.46;29.3;23.15;17.95;22.2;8.6;10.45;17.6;29.3;-120.7228019;37.1948063;0.313;0.08;0.221;0.17
Fannin County, Georgia;22.1;77.9;16.2;7.2;72.45;24243.265395;96.0;0.25;0.45;0.6000000000000001;1.15;1.55;18.25;13.1;23058;48.9;14.85;0.439;20.5;25.95;16.35;24.5;1.4;17.4;14.4;47.2;-84.3192867;34.8638367;0.29;0.132;0.248;0.096
Frio County, Texas;35.7;64.3;8.1;3.2;73.25;21374.33619;19.35;3.0;0.1;1.2;0.35000000000000003;76.0;22.5;22.1;16676;43.0;21.45;0.436;26.8;21.5;23.85;24.3;4.8;13.35;12.15;31.7;-99.1087876;28.8693343;0.297;0.088;0.23900000000000002;0.056
Shelby County, Texas;24.6;75.4;13.5;3.6;73.65;22249.055555;65.25;17.7;0.15;0.25;0.9500000000000001;15.75;37.5;18.15;25903;49.7;25.3;0.491;39.0;25.7;12.65;20.75;4.35;15.7;20.85;38.4;-94.1425654;31.7901368;0.336;0.11800000000000001;0.303;0.065
Piute County, Utah;11.3;88.7;16.2;5.4;86.5;19010.116825;91.95;0.7000000000000001;0.55;0.2;0.65;5.95;7.7;7.3;1536;58.8;11.85;0.394;14.5;34.0;19.3;16.15;5.7;10.05;14.9;37.4;-112.1293755;38.3358805;0.242;0.098;0.229;0.06
Toole County, Montana;12.6;87.4;17.4;5.0;70.9;22641.683175;92.35;0.6000000000000001;3.55;0.25;0.9500000000000001;2.25;35.15;9.1;5217;57.4;15.4;0.434;23.3;35.15;20.65;20.95;1.9500000000000002;10.35;10.95;41.9;-111.7334927;48.6450515;0.28700000000000003;0.083;0.22;0.043000000000000003
Virginia Beach city, Virginia;7.5;92.5;31.9;10.9;73.35;32945.334285;65.55;18.85;0.25;5.7;3.45;6.2;13.0;4.65;436458;49.2;6.85;0.4;10.0;38.1;16.2;28.1;0.2;9.35;8.1;34.6;-76.0240202;36.7793219;0.275;0.09;0.133;0.056
Douglas County, Washington;20.7;79.3;17.3;5.9;73.8;23190.08762;69.65;0.30000000000000004;0.75;0.7000000000000001;1.8;26.85;23.75;3.8;37288;38.4;14.3;0.399;22.0;23.95;19.4;25.05;9.75;9.75;12.15;36.6;-119.6958798;47.7358661;0.28800000000000003;0.098;0.229;0.075
Mississippi County, Missouri;33.8;66.2;10.5;2.9;68.5;18377.377145;74.8;21.5;0.30000000000000004;0.1;1.5;1.7000000000000002;42.7;19.7;13928;39.6;27.75;0.459;35.8;22.55;24.55;18.55;2.65;11.55;20.1;38.9;-89.2959286;36.826264;0.336;0.114;0.194;0.084
Galveston County, Texas;14.1;85.9;26.3;9.1;79.25;32181.859685;59.85;13.85;0.35000000000000003;2.8;1.5;21.65;18.8;9.95;286874;52.5;12.9;0.449;17.45;37.75;16.65;23.45;0.2;10.6;11.25;37.1;-94.8948647;29.2287059;0.293;0.099;0.20800000000000002;0.077
Gonzales County, Texas;32.4;67.6;13.9;4.1;70.1;20278.470475;45.45;7.45;0.1;0.4;0.5;46.15;34.05;21.3;19658;43.6;20.1;0.449;30.15;26.8;15.55;21.55;8.3;9.3;18.5;36.4;-97.4777382;29.4687041;0.322;0.112;0.31;0.046
Grand County, Utah;16.1;83.9;24.3;8.9;66.15;20127.384445;85.15;0.30000000000000004;4.2;0.65;1.25;8.45;25.15;11.9;9316;34.3;14.65;0.373;17.85;28.8;21.15;27.25;0.7000000000000001;13.5;8.6;40.5;-109.5734502;38.9743261;0.20600000000000002;0.062;0.23600000000000002;0.088
Falls Church city, Virginia;4.3;95.7;71.0;40.6;83.65;56674.350795;74.3;4.55;0.15;9.3;2.45;9.2;1.55;8.3;11782;74.9;3.4;0.41600000000000004;0.8;63.85;11.25;19.25;0.0;3.2;2.45;40.4;-77.1746385;38.8837873;0.267;0.095;0.075;0.068
Lynchburg city, Virginia;16.9;83.1;28.3;10.8;82.95;18501.01238;64.7;28.6;0.2;2.2;1.85;2.45;40.1;10.35;73462;50.4;21.85;0.502;31.15;32.7;21.6;26.8;0.15;5.9;12.8;31.6;-79.1954582;37.3990161;0.331;0.109;0.166;0.076
Taos County, New Mexico;11.7;88.3;30.1;11.0;70.9;20781.83397;36.55;0.25;5.55;0.4;1.6;55.6;40.5;15.1;32190;39.2;17.75;0.465;29.35;29.2;22.55;26.15;1.15;12.9;8.05;44.1;-105.6379865;36.5765287;0.18;0.07100000000000001;0.255;0.091
Orange County, New York;13.3;86.7;27.7;11.7;82.05;34189.484445;69.4;9.1;0.2;2.3;2.0;16.95;23.5;8.0;374680;60.0;11.4;0.40800000000000003;18.1;35.35;18.05;26.35;0.55;9.3;10.35;36.2;-74.3062522;41.4024096;0.23800000000000002;0.096;0.117;0.083
Winona County, Minnesota;11.2;88.8;25.1;9.3;79.7;21687.71143;93.45;0.9500000000000001;0.25;2.2;1.05;2.0;15.15;9.8;50509;37.5;15.75;0.439;11.25;31.7;19.05;23.55;1.5;6.4;17.8;32.5;-91.7767076;43.9822682;0.273;0.075;0.10400000000000001;0.05
Sitka City and Borough, Alaska;7.7;92.3;29.2;11.0;71.6;33014.02603;63.85;0.8;19.35;3.55;7.5;4.9;8.95;0.0;8846;38.9;6.85;0.386;7.2;37.7;14.85;23.85;5.95;9.55;8.1;40.0;-135.3326236;57.1425085;0.28200000000000003;0.075;0.253;0.056
Alameda County, California;14.1;85.9;40.3;16.3;80.9;39087.874285;35.6;12.4;0.30000000000000004;25.15;4.7;21.9;14.15;8.35;1483683;58.6;11.15;0.456;14.05;44.05;14.55;23.9;0.2;7.6;9.75;36.2;-121.9133039;37.6480811;0.20700000000000002;0.078;0.148;0.09
Yuma County, Colorado;16.4;83.6;17.8;4.5;73.9;23207.84889;78.5;0.15;0.5;0.1;0.5;20.25;9.7;11.35;9836;55.1;10.25;0.41400000000000003;12.4;30.95;11.45;19.0;9.5;18.2;10.8;36.7;-102.422649;40.0006314;0.251;0.06;0.231;0.04
Baldwin County, Georgia;22.0;78.0;18.4;8.1;77.0;21731.155875;53.75;42.3;0.15;1.25;0.85;1.75;29.85;12.15;45986;39.4;23.9;0.457;28.6;30.5;22.2;22.65;0.2;11.2;13.3;34.4;-83.2553624;33.0595321;0.32;0.113;0.191;0.12
Parke County, Indiana;19.1;80.9;12.7;3.9;64.9;23493.77778;94.85;2.25;0.35000000000000003;0.2;1.25;1.05;33.75;11.85;17216;38.0;17.5;0.401;29.65;23.7;16.5;18.8;2.3;14.5;24.2;41.0;-87.1969502;39.7742496;0.293;0.12;0.194;0.098
Latimer County, Oklahoma;18.7;81.3;13.8;4.9;76.7;22742.18603;70.1;0.45;18.75;0.6000000000000001;7.55;2.55;23.9;16.15;10838;49.6;14.75;0.427;21.1;28.7;15.75;19.1;1.55;17.8;17.05;39.1;-95.2722625;34.875136499999996;0.368;0.126;0.218;0.088
Essex County, Virginia;19.9;80.1;16.6;3.8;65.05;27763.25143;56.7;38.5;0.5;0.5;1.7000000000000002;2.15;20.25;10.75;10982;27.7;8.0;0.398;10.85;28.25;19.35;27.35;0.65;12.25;12.2;44.0;-76.9418713;37.9394802;0.293;0.132;0.168;0.077
Butler County, Nebraska;8.8;91.2;15.7;4.3;82.95;27317.04095;96.45;0.25;0.05;0.2;0.4;2.7;10.6;10.35;8405;55.7;9.25;0.357;12.35;30.05;13.75;18.25;2.9;11.3;23.7;44.0;-97.1320395;41.2260724;0.278;0.079;0.105;0.031
Cedar County, Nebraska;10.5;89.5;15.1;4.0;83.5;23354.115555;98.05;0.05;0.2;0.1;0.6000000000000001;1.0;10.15;14.2;8717;43.3;10.3;0.434;10.05;33.2;14.9;21.3;5.2;10.25;15.15;43.3;-97.2568241;42.6045112;0.281;0.093;0.14400000000000002;0.027
San Jacinto County, Texas;23.0;77.0;9.6;2.9;70.8;25671.752065;77.55;11.05;0.30000000000000004;0.30000000000000004;1.6;9.25;29.75;15.4;25514;29.9;19.2;0.44;25.35;24.85;17.95;23.6;0.65;16.5;16.45;42.2;-95.1628522;30.5742178;0.304;0.121;0.28600000000000003;0.08
Blount County, Alabama;25.3;74.7;12.5;4.2;72.5;27774.180315;89.15;1.05;0.6000000000000001;0.30000000000000004;1.2;7.7;16.95;10.8;57063;29.0;12.2;0.422;15.8;24.1;16.15;24.8;1.2;15.85;17.9;38.3;-86.5672464;33.9774479;0.304;0.14;0.181;0.062
Gray County, Kansas;25.3;74.7;19.8;4.3;74.0;25939.549525;83.7;0.2;0.15;0.25;0.9500000000000001;14.75;11.85;4.25;5945;26.2;9.1;0.384;15.2;31.0;15.05;20.5;9.6;10.9;12.9;35.4;-100.4517163;37.7445134;0.29;0.088;0.20400000000000001;0.03
Caddo Parish, Louisiana;15.7;84.3;22.0;7.9;75.65;24353.50095;48.5;46.55;0.30000000000000004;0.9500000000000001;1.3;2.3;35.95;13.5;253718;54.2;20.75;0.502;31.95;30.55;21.2;26.55;0.4;8.8;12.5;36.4;-93.8824228;32.5771951;0.339;0.128;0.211;0.067
Pope County, Minnesota;10.2;89.8;18.4;4.7;70.9;25767.87238;97.75;0.35000000000000003;0.2;0.35000000000000003;0.85;0.6000000000000001;7.5;10.55;10987;32.4;8.55;0.421;9.85;33.65;16.25;22.25;1.9500000000000002;9.1;16.8;45.1;-95.4467052;45.5896228;0.281;0.08600000000000001;0.1;0.042
Adair County, Oklahoma;23.5;76.5;10.6;2.8;76.15;21679.50508;44.35;0.1;39.45;0.75;10.35;5.0;39.9;24.8;22252;60.9;26.25;0.444;32.55;23.65;18.25;15.55;2.95;15.0;24.6;35.6;-94.6516708;35.8975;0.36;0.139;0.274;0.07
Lincoln County, North Carolina;20.5;79.5;17.8;4.4;77.95;27826.190475;84.95;5.7;0.30000000000000004;0.45;1.15;7.5;27.55;9.85;75496;54.4;13.55;0.429;20.4;27.7;13.45;25.05;0.8;11.55;21.5;40.4;-81.2251762;35.4878252;0.279;0.10400000000000001;0.191;0.101
Rutherford County, North Carolina;20.4;79.6;14.6;5.1;75.3;24103.591745;84.6;10.4;0.2;0.35000000000000003;1.45;2.9;35.6;13.5;65481;43.5;19.35;0.448;28.75;26.35;17.8;21.9;0.30000000000000004;11.15;22.5;41.8;-81.9195825;35.4027469;0.30000000000000004;0.124;0.193;0.133
Terrebonne Parish, Louisiana;27.0;73.0;13.8;4.3;73.35;28403.55905;70.0;18.6;5.25;1.0;1.8;3.3;28.5;11.55;110068;51.1;17.15;0.449;25.65;24.7;13.7;26.25;1.05;15.25;19.0;35.1;-90.8441905;29.3332656;0.399;0.135;0.221;0.046
